Id Derivação;Código;Código Alternativo;Id Produto;Produto - Derivação;Marca;Modelo;Qtde Estoque;Id Pai;Código Pai;Código Agrupador;Tipo;Tipo Registro;EAN;NCM;CEST;Origem Fiscal;PIS;COFINS;Peso (kg);Largura (cm);Altura (cm);Comprimento (cm);Volume;Palavras Chave;Data de Lançamento;Ativo
895;fannails-algodaoprensado;;461;1000x Algodão Prensado Fan Nails Taper;Fan&Co;;9;0;;;Produto;Pai;;63029100;2805700;0;99;99;0,1;12;3;18;0;algodao, algodoa, augodao;;Sim
896;9003029676899;;461;1000x Algodão Prensado Fan Nails Taper;Fan&Co;;9;895;fannails-algodaoprensado;fannails-algodaoprensado;Produto;Filho;9003029676899;63029100;2805700;0;99;99;0,1;12;3;18;0;algodao, algodoa, augodao;;Sim
2427;colormake-kit-10cores;;1025;10 Cores Colormake Tinta Facial Corporal Maquiagem Artística;ColorMake;;0;0;;;Produto;Pai;;33049990;2800900;0;99;99;0,08;3;3;13;0;;29/10/2022;Sim
2428;7898903221072;;1025;10 Cores Colormake Tinta Facial Corporal Maquiagem Artística;ColorMake;;0;2427;colormake-kit-10cores;colormake-kit-10cores;Produto;Filho;7898903221072;33049990;2800900;0;99;99;0,08;3;3;13;0;;29/10/2022;Sim
2430;7898903221041;;1026;10 Glitter Cremoso Colormake Maquiagem Artística;ColorMake;;1;2429;colormake-kit-10glitter;colormake-kit-10glitter;Produto;Filho;7898903221041;33049990;2800900;0;99;99;0,09;3;3;13;0;;29/10/2022;Sim
2429;colormake-kit-10glitter;;1026;10 Glitter Cremoso Colormake Maquiagem Artística;ColorMake;;1;0;;;Produto;Pai;;33049990;2800900;0;99;99;0,09;3;3;13;0;;29/10/2022;Sim
906;6964741810370;;466;10x Adesivo Protetor de Cílios Inferior Miss Frandy KC18-1037;Miss Frandy;;0;905;missfrandy-kc18-1037;missfrandy-kc18-1037;Produto;Filho;6964741810370;33042090;2800500;0;99;99;0,01;2;2;2;0;;;Não
905;missfrandy-kc18-1037;;466;10x Adesivo Protetor de Cílios Inferior Miss Frandy KC18-1037;Miss Frandy;;0;0;;;Produto;Pai;;33042090;2800500;0;99;99;0,01;2;2;2;0;;;Não
209;kert-masc-sweetvanilla;;118;2 em 1 Máscara Condicionante Keragen Sweet Vanilla Reconstrução 300g;Kert;;3;0;;;Produto;Pai;;33059000;2002100;0;99;99;0,34;5;5;21;0;;;Sim
210;7896380607396;;118;2 em 1 Máscara Condicionante Keragen Sweet Vanilla Reconstrução 300g;Kert;;3;209;kert-masc-sweetvanilla;kert-masc-sweetvanilla;Produto;Filho;7896380607396;33059000;2002100;0;99;99;0,34;5;5;21;0;;;Sim
215;kert-masc-tuttifrutti;;121;2 em 1 Máscara Condicionante Keragen Tutti Frutti Hidratante 300g;Kert;;3;0;;;Produto;Pai;;33059000;2002100;0;99;99;0,34;5;5;21;0;;;Sim
216;7896380607365;;121;2 em 1 Máscara Condicionante Keragen Tutti Frutti Hidratante 300g;Kert;;3;215;kert-masc-tuttifrutti;kert-masc-tuttifrutti;Produto;Filho;7896380607365;33059000;2002100;0;99;99;0,34;5;5;21;0;;;Sim
222;7896380607426;;124;2 em 1 Máscara Condicionante Kert Choco Nuts com Aroma de Chocolate 300g;Kert;;3;221;kert-masc-choconuts;kert-masc-choconuts;Produto;Filho;7896380607426;33059000;2002100;0;99;99;0,34;5;5;21;0;;;Sim
221;kert-masc-choconuts;;124;2 em 1 Máscara Condicionante Kert Choco Nuts com Aroma de Chocolate 300g;Kert;;3;0;;;Produto;Pai;;33059000;2002100;0;99;99;0,34;5;5;21;0;;;Sim
741;fannails-kitlixa;;384;6x Lixa para Alongamento Kit Fan Nails Lavável Polidora Buffer;Fan&Co;;8;0;;;Produto;Pai;;82142000;2802600;0;99;99;0,07;5;3;18;0;;;Sim
742;5678000890379;;384;6x Lixa para Alongamento Kit Fan Nails Lavável Polidora Buffer;Fan&Co;;8;741;fannails-kitlixa;fannails-kitlixa;Produto;Filho;5678000890379;82142000;2802600;0;99;99;0,07;5;3;18;0;;;Sim
193;lola-acidificante-densida;;110;Acidificante Capilar Lola Densidade pH 3.0/4.0 250g;Lola;;12;0;;;Produto;Pai;;33059000;2002100;0;99;99;0,29;7;4;17;0;lolla, asidificandte,;;Sim
194;7899572812134;;110;Acidificante Capilar Lola Densidade pH 3.0/4.0 250g;Lola;;12;193;lola-acidificante-densida;lola-acidificante-densida;Produto;Filho;7899572812134;33059000;2002100;0;99;99;0,29;7;4;17;0;lolla, asidificandte,;;Sim
3456;7898699911119;;1374;Adesivador Bluwe Step 2 10ml;Bluwe;;3;3455;bluwe-adesivador-10ml;bluwe-adesivador-10ml;Produto;Filho;7898699911119;33043000;2001200;0;99;99;0,05;2,8;2,8;7,6;0;unha, adezivador, bluve, bluvi, bluwi, estepe, bruwe, bruve, bruvi;10/04/2023;Sim
3455;bluwe-adesivador-10ml;;1374;Adesivador Bluwe Step 2 10ml;Bluwe;;3;0;;;Produto;Pai;;33043000;2001200;0;99;99;0,05;2,8;2,8;7,6;0;unha, adezivador, bluve, bluvi, bluwi, estepe, bruwe, bruve, bruvi;10/04/2023;Sim
2043;7898699910129;;940;Adesivador Lara Machado Primer Step 2 12ml;Lara Machado;;0;2042;lara-primer-step2;lara-primer-step2;Produto;Filho;7898699910129;33043000;2001200;0;99;99;0,05;4;2;7,3;0;adesivo, adezivador, estepe, stepe;29/09/2022;Não
2042;lara-primer-step2;;940;Adesivador Lara Machado Primer Step 2 12ml;Lara Machado;;0;0;;;Produto;Pai;;33043000;2001200;0;99;99;0,05;4;2;7,3;0;adesivo, adezivador, estepe, stepe;29/09/2022;Não
581;ricca-faixapreta;;304;Adesivo para Remoção de Cravos do Nariz Ricca Faixa Preta 3un;Ricca;;5;0;;;Produto;Pai;;;;0;99;99;0,02;7,5;1,5;12,5;0;;;Sim
582;7897517937461;;304;Adesivo para Remoção de Cravos do Nariz Ricca Faixa Preta 3un;Ricca;;5;581;ricca-faixapreta;ricca-faixapreta;Produto;Filho;7897517937461;;;0;99;99;0,02;7,5;1,5;12,5;0;;;Sim
63;ricca-adesivoacne;;45;Adesivo Secativo para Acne Ricca com Ácido Salílico 20un;Ricca;;0;0;;;Produto;Pai;;33049990;2001500;0;99;99;0,02;8;2;13;0;;;Não
64;7897517937447;;45;Adesivo Secativo para Acne Ricca com Ácido Salílico 20un;Ricca;;0;63;ricca-adesivoacne;ricca-adesivoacne;Produto;Filho;7897517937447;33049990;2001500;0;99;99;0,02;8;2;13;0;;;Não
3825;7896727944863;;1555;Adesivos Para Unhas Postiças Dompel 48 Unidades 12 Tamanhos;Dompel;;0;3824;dompel-adesivounhapostica;dompel-adesivounhapostica;Produto;Filho;7896727944863;35061090;2806300;0;99;99;0,01;8;0,05;13;0;unha, portissa, adezivo, dompeu, donpel, donpeu, manicure, mao, adecivos;01/06/2023;Não
3824;dompel-adesivounhapostica;;1555;Adesivos Para Unhas Postiças Dompel 48 Unidades 12 Tamanhos;Dompel;;0;0;;;Produto;Pai;;35061090;2806300;0;99;99;0,01;8;0,05;13;0;unha, portissa, adezivo, dompeu, donpel, donpeu, manicure, mao, adecivos;01/06/2023;Não
3267;7896602824723;;1327;Água Destilada Quimidrol 1L;Quimidrol;;12;3266;quimidrol-agua1;quimidrol-agua1;Produto;Filho;7896602824723;28539090;2806300;0;99;99;1,05;8,1;8,1;24,2;0;agua, aga, destilado, quemidrol, quimidrou, lito, litro, liquida, liquido;20/03/2023;Sim
3266;quimidrol-agua1;;1327;Água Destilada Quimidrol 1L;Quimidrol;;12;0;;;Produto;Pai;;28539090;2806300;0;99;99;1,05;8,1;8,1;24,2;0;agua, aga, destilado, quemidrol, quimidrou, lito, litro, liquida, liquido;20/03/2023;Sim
901;maxlove-aguamicelarantiox;;464;Água Micelar Max Love Antioxidante 300ml;Max Love;;0;0;;;Produto;Pai;;34012010;2805600;0;99;99;0,3;5;5;15;0;;;Não
902;7908240507330;;464;Água Micelar Max Love Antioxidante 300ml;Max Love;;0;901;maxlove-aguamicelarantiox;maxlove-aguamicelarantiox;Produto;Filho;7908240507330;34012010;2805600;0;99;99;0,3;5;5;15;0;;;Não
1894;mundial-522ap;;916;Alicate de Cutícula Mundial 522-AP Classic Plus Super Afiado;Mundial;;3;0;;;Produto;Pai;;82142000;2005500;0;99;99;0,05;9;2;19;0;unha, coticula, classico, classiqui, aviado;17/09/2022;Sim
1895;7891060815719;;916;Alicate de Cutícula Mundial 522-AP Classic Plus Super Afiado;Mundial;;3;1894;mundial-522ap;mundial-522ap;Produto;Filho;7891060815719;82142000;2005500;0;99;99;0,05;9;2;19;0;unha, coticula, classico, classiqui, aviado;17/09/2022;Sim
1902;mundial-775;;919;Alicate de Cutícula Mundial 775 Professional Touch;Mundial;;0;0;;;Produto;Pai;;82142000;2005500;0;99;99;0,05;9;2;19;0;;17/09/2022;Sim
1903;7891060040142;;919;Alicate de Cutícula Mundial 775 Professional Touch;Mundial;;0;1902;mundial-775;mundial-775;Produto;Filho;7891060040142;82142000;2005500;0;99;99;0,05;9;2;19;0;;17/09/2022;Não
1905;7891060800425;;920;Alicate de Unha Mundial 770 Professional Premium;Mundial;;0;1904;mundial-770;mundial-770;Produto;Filho;7891060800425;82142000;2005500;0;99;99;0,08;9;2;19;0;;17/09/2022;Não
1904;mundial-770;;920;Alicate de Unha Mundial 770 Professional Premium;Mundial;;0;0;;;Produto;Pai;;82142000;2005500;0;99;99;0,08;9;2;19;0;;17/09/2022;Sim
1907;7891060679748;;921;Alicate de Unha Mundial BC-527 Classic para Pés;Mundial;;0;1906;mundial-bc527;mundial-bc527;Produto;Filho;7891060679748;82142000;2005500;0;99;99;0,12;8;1;19;0;;17/09/2022;Não
1906;mundial-bc527;;921;Alicate de Unha Mundial BC-527 Classic para Pés;Mundial;;0;0;;;Produto;Pai;;82142000;2005500;0;99;99;0,12;8;1;19;0;;17/09/2022;Não
3263;7891060800401;;1325;Alicate Para Cutículas Mundial 722 Professional Premium;Mundial;;1;3262;mundial-722;mundial-722;Produto;Filho;7891060800401;82142000;2005500;0;99;99;0,05;9,1;0,8;19,1;0;alecate, alicati, coticula, cuticola, coticola, mumdial, mondial, profecional, proficional, profissional, profissionau, proficionau, profecionau, professionau, unha;20/03/2023;Sim
3262;mundial-722;;1325;Alicate Para Cutículas Mundial 722 Professional Premium;Mundial;;1;0;;;Produto;Pai;;82142000;2005500;0;99;99;0,05;9,1;0,8;19,1;0;alecate, alicati, coticula, cuticola, coticola, mumdial, mondial, profecional, proficional, profissional, profissionau, proficionau, profecionau, professionau, unha;20/03/2023;Sim
3261;7891060773200;;1324;Alicate Para Cutículas Mundial 772 Professional Premium;Mundial;;5;3260;mundial-772;mundial-772;Produto;Filho;7891060773200;82142000;2005500;0;99;99;0,05;19,1;0,6;19,1;0;coticula, cuticola, mondial, mumdial, unha;20/03/2023;Sim
3260;mundial-772;;1324;Alicate Para Cutículas Mundial 772 Professional Premium;Mundial;;5;0;;;Produto;Pai;;82142000;2005500;0;99;99;0,05;19,1;0,6;19,1;0;coticula, cuticola, mondial, mumdial, unha;20/03/2023;Sim
1901;7891060969504;;918;Alicate Para Cutículas Mundial 777 Professional;Mundial;;36;1899;mundial-777;mundial-777;Produto;Filho;7891060969504;82142000;2005500;0;99;99;0,05;9;0,8;19;0;alecate, coticola, cuticola, coticula,mumdial, mondial, mundiau, profecionau, profecional, professionau, profissional, profissionau, proficionau, proficional, unha, pele;17/09/2022;Sim
1899;mundial-777;;918;Alicate Para Cutículas Mundial 777 Professional;Mundial;;36;0;;;Produto;Pai;;82142000;2005500;0;99;99;0,05;9;0,8;19;0;alecate, coticola, cuticola, coticula,mumdial, mondial, mundiau, profecionau, profecional, professionau, profissional, profissionau, proficionau, proficional, unha, pele;17/09/2022;Sim
3265;7891060679724;;1326;Alicate Para Unhas Mundial 522 Classic;Mundial;;24;3264;mundial-alicate-522;mundial-alicate-522;Produto;Filho;7891060679724;82142000;2005500;0;99;99;0,04;9;0,05;19,1;0;alecate, pele, unha, classiqui, clacicquem clacic, mondial, mumdial;20/03/2023;Sim
3264;mundial-alicate-522;;1326;Alicate Para Unhas Mundial 522 Classic;Mundial;;24;0;;;Produto;Pai;;82142000;2005500;0;99;99;0,04;9;0,05;19,1;0;alecate, pele, unha, classiqui, clacicquem clacic, mondial, mumdial;20/03/2023;Sim
471;multi-aparador24em1;;249;Aparador e Barbeador Multilaser Men Care 24 em 1 Recarregável;Multi;;1;0;;;Produto;Pai;;85102000;2108700;0;99;99;0,4;14;7;22;0;;;Sim
472;7899838889818;;249;Aparador e Barbeador Multilaser Men Care 24 em 1 Recarregável;Multi;;1;471;multi-aparador24em1;multi-aparador24em1;Produto;Filho;7899838889818;85102000;2108700;0;99;99;0,4;14;7;22;0;;;Sim
553;apoio-almofada-tapete;;290;Apoio de Mão para Manicure Almofada com Tapete;RPC;;0;0;;;Produto;Pai;;94049000;2806100;0;99;99;0,4;15;7;35;0;;;Não
554;41235973;;290;Apoio de Mão para Manicure Almofada com Tapete;RPC;;0;553;apoio-almofada-tapete;apoio-almofada-tapete;Produto;Filho;;94049000;2806100;0;99;99;0,4;15;7;35;0;;;Não
888;7898506258413;;457;Apontador Para Lápis de Maquiagem Macrilan AP-01;Macrilan;;0;887;macrilan-apontador-ap01;macrilan-apontador-ap01;Produto;Filho;7898506258413;33042090;2001100;0;99;99;0,01;3;3;4;0;;;Não
887;macrilan-apontador-ap01;;457;Apontador Para Lápis de Maquiagem Macrilan AP-01;Macrilan;;0;0;;;Produto;Pai;;33042090;2001100;0;99;99;0,01;3;3;4;0;;;Não
2393;5678000870491;;1013;Aquecedor de Cera Girl Fatale Pro Wax Panela de Cera Bivolt;Girl Fatale;;2;2392;girlfatale-aquecedor-pro;girlfatale-aquecedor-pro;Produto;Filho;5678000870491;85103000;;0;99;99;0,58;19;15;19;0;;21/10/2022;Sim
2392;girlfatale-aquecedor-pro;;1013;Aquecedor de Cera Girl Fatale Pro Wax Panela de Cera Bivolt;Girl Fatale;;2;0;;;Produto;Pai;;85103000;;0;99;99;0,58;19;15;19;0;;21/10/2022;Sim
4175;faneco-aquecedor-fp0101;;1720;Aquecedor de Cera Roll On Fan&Co 40W Bivolt;Fan&Co;;3;0;;;Produto;Pai;;85437099;2806300;0;99;99;0,22;10;7;20;0;;14/10/2023;Sim
4176;5678000801016;;1720;Aquecedor de Cera Roll On Fan&Co 40W Bivolt;Fan&Co;;3;4175;faneco-aquecedor-fp0101;faneco-aquecedor-fp0101;Produto;Filho;5678000801016;85437099;2806300;0;99;99;0,22;10;7;20;0;;14/10/2023;Sim
4171;7898562214538;;1717;Ativador de Cachos Arvensis Cachinhos Crespos Vegano 300ml;Arvensis;;17;4170;arvensis-atv-cachin-cresp;arvensis-atv-cachin-cresp;Produto;Filho;7898562214538;33059000;2002000;0;6;6;0,32;8;4;21;0;;10/10/2023;Sim
4170;arvensis-atv-cachin-cresp;;1717;Ativador de Cachos Arvensis Cachinhos Crespos Vegano 300ml;Arvensis;;17;0;;;Produto;Pai;;33059000;2002000;0;6;6;0,32;8;4;21;0;;10/10/2023;Sim
4236;7898562214521;;1748;Ativador de Cachos Arvensis Cachinhos Ondulados Vegano 300ml;Arvensis;;33;4235;arvensis-atv-cachin-ondul;arvensis-atv-cachin-ondul;Produto;Filho;7898562214521;33059000;2002000;0;99;99;0,32;8;4;21;0;;28/10/2023;Sim
4235;arvensis-atv-cachin-ondul;;1748;Ativador de Cachos Arvensis Cachinhos Ondulados Vegano 300ml;Arvensis;;33;0;;;Produto;Pai;;33059000;2002000;0;99;99;0,32;8;4;21;0;;28/10/2023;Sim
3993;arvensis-atv-cachos-1L;;1626;Ativador de Cachos Arvensis Cachos Naturais 1L;Arvensis;;0;0;;;Produto;Pai;;33059000;2002000;0;6;6;1,06;8;5;30;0;caxos, caichos, caixos, ativado, atizador, adivador, caxus, caixus, cachus, caichus;18/08/2023;Não
3994;7898562213708;;1626;Ativador de Cachos Arvensis Cachos Naturais 1L;Arvensis;;0;3993;arvensis-atv-cachos-1L;arvensis-atv-cachos-1L;Produto;Filho;7898562213708;33059000;2002000;0;6;6;1,06;8;5;30;0;caxos, caichos, caixos, ativado, atizador, adivador, caxus, caixus, cachus, caichus;18/08/2023;Não
3875;arvensis-atv-cresp-300;;1571;Ativador De Cachos Arvensis Cachos Naturais Crespos 300ml;Arvensis;;7;0;;;Produto;Pai;;33059000;2002000;0;6;6;0,33;7,9;3,3;21;0;cabelo, caxos, hidratacao, protecao, elasticidade, controle, maciez, brilho;27/06/2023;Sim
3876;7898562213791;;1571;Ativador De Cachos Arvensis Cachos Naturais Crespos 300ml;Arvensis;;7;3875;arvensis-atv-cresp-300;arvensis-atv-cresp-300;Produto;Filho;7898562213791;33059000;2002000;0;6;6;0,33;7,9;3,3;21;0;cabelo, caxos, hidratacao, protecao, elasticidade, controle, maciez, brilho;27/06/2023;Sim
4237;arvensis-atv-cresp-500;;1749;Ativador De Cachos Arvensis Cachos Naturais Crespos 500ml;Arvensis;;15;0;;;Produto;Pai;;33059000;2002000;0;99;99;0,53;7;5;24;0;cabelo, caxos, hidratacao, protecao, elasticidade, controle, maciez, brilho;28/10/2023;Sim
4238;7898562213807;;1749;Ativador De Cachos Arvensis Cachos Naturais Crespos 500ml;Arvensis;;15;4237;arvensis-atv-cresp-500;arvensis-atv-cresp-500;Produto;Filho;7898562213807;33059000;2002000;0;99;99;0,53;7;5;24;0;cabelo, caxos, hidratacao, protecao, elasticidade, controle, maciez, brilho;28/10/2023;Sim
3878;7898562213692;;1572;Ativador De Cachos Arvensis Cachos Naturais Ondulados 500ml;Arvensis;;12;3877;arvensis-ativadorondulado;arvensis-ativadorondulado;Produto;Filho;7898562213692;33059000;2002000;0;6;6;0,53;7;5;23,1;0;cabelo, caxos, protecao, controle, brilho, elasticidade, hidratacao, vegano, resistencia;27/06/2023;Sim
3877;arvensis-ativadorondulado;;1572;Ativador De Cachos Arvensis Cachos Naturais Ondulados 500ml;Arvensis;;12;0;;;Produto;Pai;;33059000;2002000;0;6;6;0,53;7;5;23,1;0;cabelo, caxos, protecao, controle, brilho, elasticidade, hidratacao, vegano, resistencia;27/06/2023;Sim
3887;arvensis-ativador-ondulad;;1577;Ativador De Cachos Arvensis Para Cabelos Ondulados 300ml;Arvensis;;6;0;;;Produto;Pai;;33059000;2002000;0;99;99;0,32;7,8;3,4;20,8;0;cabelo, caxos, hidratacao, elasticidade, nutricao, protecao, maciez, controle, resistencia;30/06/2023;Sim
3888;7898562213685;;1577;Ativador De Cachos Arvensis Para Cabelos Ondulados 300ml;Arvensis;;6;3887;arvensis-ativador-ondulad;arvensis-ativador-ondulad;Produto;Filho;7898562213685;33059000;2002000;0;99;99;0,32;7,8;3,4;20,8;0;cabelo, caxos, hidratacao, elasticidade, nutricao, protecao, maciez, controle, resistencia;30/06/2023;Sim
3554;7898649841770;;1420;Ativador de Cachos Beautech No Poo Vegano 500ml;Beautech;;0;3553;beautech-ativador;beautech-ativador;Produto;Filho;7898649841770;33059000;2002000;0;6;6;0,6;7;7;21;0;ativadore, cacho, veganu, caxo, nopo, nopoo;20/04/2023;Não
3553;beautech-ativador;;1420;Ativador de Cachos Beautech No Poo Vegano 500ml;Beautech;;0;0;;;Produto;Pai;;33059000;2002000;0;6;6;0,6;7;7;21;0;ativadore, cacho, veganu, caxo, nopo, nopoo;20/04/2023;Não
2391;7898649840100;;1012;Ativador de Cachos Cosmeceuta Power Cachos Vegano 200ml;Cosmeceuta;;5;2390;cosmeceuta-atv-cach-200ml;cosmeceuta-atv-cach-200ml;Produto;Filho;7898649840100;33059000;2002000;0;99;99;0,25;7;4;17;0;;19/10/2022;Sim
2390;cosmeceuta-atv-cach-200ml;;1012;Ativador de Cachos Cosmeceuta Power Cachos Vegano 200ml;Cosmeceuta;;5;0;;;Produto;Pai;;33059000;2002000;0;99;99;0,25;7;4;17;0;;19/10/2022;Sim
4055;7898207530238;;1657;Ativador de Cachos Vizet Expertise Curly 300ml;Vizet;;4;4054;vizet-atv-curly-300ml;vizet-atv-curly-300ml;Produto;Filho;7898207530238;33059000;2002000;0;6;6;0,32;4,5;4,5;22,5;0;Cabelo, Cachus, Caxu, Caxo, Caixu, Caixo, Caichos, Hidratação, Nutrição, Crespos, Ondulados, Rebeldes;23/08/2023;Sim
4054;vizet-atv-curly-300ml;;1657;Ativador de Cachos Vizet Expertise Curly 300ml;Vizet;;4;0;;;Produto;Pai;;33059000;2002000;0;6;6;0,32;4,5;4,5;22,5;0;Cabelo, Cachus, Caxu, Caxo, Caixu, Caixo, Caichos, Hidratação, Nutrição, Crespos, Ondulados, Rebeldes;23/08/2023;Sim
2389;7898649841213;;1011;Ativador Multifuncional Cosmeceuta Power Cachos Vegano 1kg;Cosmeceuta;;0;2388;cosmeceuta-ativador-cach1;cosmeceuta-ativador-cach1;Produto;Filho;7898649841213;33059000;2002100;0;99;99;1,13;14;12;14;0;;19/10/2022;Não
2388;cosmeceuta-ativador-cach1;;1011;Ativador Multifuncional Cosmeceuta Power Cachos Vegano 1kg;Cosmeceuta;;0;0;;;Produto;Pai;;33059000;2002100;0;99;99;1,13;14;12;14;0;;19/10/2022;Não
3921;softhair-babadequiabo;;1594;Baba De Quiabo Soft Hair Hidratação E Brilho Intenso 220ml;Soft Hair;;3;0;;;Produto;Pai;;33059000;2801300;0;99;99;0,38;6,4;6,4;10,4;0;tratamento capilar, cabelo, misturas, prevencao, maciez, vitamina;11/07/2023;Sim
3922;7896115143496;;1594;Baba De Quiabo Soft Hair Hidratação E Brilho Intenso 220ml;Soft Hair;;3;3921;softhair-babadequiabo;softhair-babadequiabo;Produto;Filho;7896115143496;33059000;2801300;0;99;99;0,38;6,4;6,4;10,4;0;tratamento capilar, cabelo, misturas, prevencao, maciez, vitamina;11/07/2023;Sim
4212;lola-balsamo-exter-120g;;1735;Bálsamo Lola o Exterminador De Frizz 120g;Lola;;12;0;;;Produto;Pai;;;;0;99;99;0;0;0;0;0;;21/10/2023;Sim
4213;7899572805396;;1735;Bálsamo Lola o Exterminador De Frizz 120g;Lola;;12;4212;lola-balsamo-exter-120g;lola-balsamo-exter-120g;Produto;Filho;7899572805396;;;0;99;99;0;0;0;0;0;;21/10/2023;Sim
4105;7908003909890;;1682;Balsamo Vizet Splendidus Agua de Coco 250ml;Vizet;;2;4104;vizet-bals-splend-coc-250;vizet-bals-splend-coc-250;Produto;Filho;7908003909890;33059000;2002000;0;6;6;0,28;4,6;4,6;19;0;Cabelo, Proteção Capilar, Bausamo, Balssamo, Baussamo, Bauçamo, Balçamo, Viset;23/08/2023;Sim
4104;vizet-bals-splend-coc-250;;1682;Balsamo Vizet Splendidus Agua de Coco 250ml;Vizet;;2;0;;;Produto;Pai;;33059000;2002000;0;6;6;0,28;4,6;4,6;19;0;Cabelo, Proteção Capilar, Bausamo, Balssamo, Baussamo, Bauçamo, Balçamo, Viset;23/08/2023;Sim
444;7898132981877;;235;Banho de Creme Bio Extratus Cachos e Crespos 1kg;Bio Extratus;;8;443;bioextatus-masc-cacho-1kg;bioextatus-masc-cacho-1kg;Produto;Filho;7898132981877;33059000;2801300;0;99;99;1,1;10;10;16;0;;;Sim
443;bioextatus-masc-cacho-1kg;;235;Banho de Creme Bio Extratus Cachos e Crespos 1kg;Bio Extratus;;8;0;;;Produto;Pai;;33059000;2801300;0;99;99;1,1;10;10;16;0;;;Sim
3007;bioextatus-masc-cacho250;;1216;Banho de Creme Bio Extratus Cachos e Crespos 250g;Bio Extratus;;2;0;;;Produto;Pai;;33059000;2801300;0;99;99;0,3;7;7;9;0;;03/02/2023;Sim
3008;7898132981853;;1216;Banho de Creme Bio Extratus Cachos e Crespos 250g;Bio Extratus;;2;3007;bioextatus-masc-cacho250;bioextatus-masc-cacho250;Produto;Filho;7898132981853;33059000;2801300;0;99;99;0,3;7;7;9;0;;03/02/2023;Sim
3014;7898132981860;;1219;Banho de Creme Bio Extratus Cachos e Crespos 500g;Bio Extratus;;2;3013;bioextatus-masc-cacho500;bioextatus-masc-cacho500;Produto;Filho;7898132981860;33059000;2801300;0;99;99;0,57;9;9;12;0;;10/02/2023;Sim
3013;bioextatus-masc-cacho500;;1219;Banho de Creme Bio Extratus Cachos e Crespos 500g;Bio Extratus;;2;0;;;Produto;Pai;;33059000;2801300;0;99;99;0,57;9;9;12;0;;10/02/2023;Sim
407;bioextratus-masc-anti-1kg;;217;Banho de Creme Bio Extratus Jaborandi Antiqueda 1kg;Bio Extratus;;1;0;;;Produto;Pai;;33059000;2801300;0;99;99;1,1;10;10;16;0;;;Sim
408;7898126400674;;217;Banho de Creme Bio Extratus Jaborandi Antiqueda 1kg;Bio Extratus;;1;407;bioextratus-masc-anti-1kg;bioextratus-masc-anti-1kg;Produto;Filho;7898126400674;33059000;2801300;0;99;99;1,1;10;10;16;0;;;Sim
2995;bioextratus-masc-anti-250;;1210;Banho de Creme Bio Extratus Jaborandi Antiqueda 250g;Bio Extratus;;4;0;;;Produto;Pai;;33059000;2801300;0;99;99;0,3;7;7;9;0;;02/02/2023;Sim
2996;7898126400728;;1210;Banho de Creme Bio Extratus Jaborandi Antiqueda 250g;Bio Extratus;;4;2995;bioextratus-masc-anti-250;bioextratus-masc-anti-250;Produto;Filho;7898126400728;33059000;2801300;0;99;99;0,3;7;7;9;0;;02/02/2023;Sim
2997;bioextratus-masc-anti-500;;1211;Banho de Creme Bio Extratus Jaborandi Antiqueda 500g;Bio Extratus;;4;0;;;Produto;Pai;;33059000;2801300;0;99;99;0,3;7;7;9;0;;02/02/2023;Sim
2998;7898126402234;;1211;Banho de Creme Bio Extratus Jaborandi Antiqueda 500g;Bio Extratus;;4;2997;bioextratus-masc-anti-500;bioextratus-masc-anti-500;Produto;Filho;7898126402234;33059000;2801300;0;99;99;0,3;7;7;9;0;;02/02/2023;Sim
406;7898132984953;;216;Banho de Creme Bio Extratus Mel Chia e Colágeno 1kg;Bio Extratus;;6;405;bioextratus-masc-mel-1kg;bioextratus-masc-mel-1kg;Produto;Filho;7898132984953;33059000;2801300;0;99;99;1,1;10;10;16;0;;;Sim
405;bioextratus-masc-mel-1kg;;216;Banho de Creme Bio Extratus Mel Chia e Colágeno 1kg;Bio Extratus;;6;0;;;Produto;Pai;;33059000;2801300;0;99;99;1,1;10;10;16;0;;;Sim
464;7898126400216;;245;Banho de Creme Bio Extratus Neutro 1kg;Bio Extratus;;5;463;bioextratus-masc-neut-1kg;bioextratus-masc-neut-1kg;Produto;Filho;7898126400216;33059000;2002000;0;99;99;1,1;10;10;16;0;;;Sim
463;bioextratus-masc-neut-1kg;;245;Banho de Creme Bio Extratus Neutro 1kg;Bio Extratus;;5;0;;;Produto;Pai;;33059000;2002000;0;99;99;1,1;10;10;16;0;;;Sim
442;7898132980849;;234;Banho de Creme Bio Extratus Óleo de Coco Umectante 1kg;Bio Extratus;;7;441;bioextratus-masc-coco-1kg;bioextratus-masc-coco-1kg;Produto;Filho;7898132980849;33059000;2002000;0;99;99;1,1;10;10;16;0;;;Sim
441;bioextratus-masc-coco-1kg;;234;Banho de Creme Bio Extratus Óleo de Coco Umectante 1kg;Bio Extratus;;7;0;;;Produto;Pai;;33059000;2002000;0;99;99;1,1;10;10;16;0;;;Sim
428;7898126409011;;227;Banho de Creme Bio Extratus Pós Coloração Goji Berry 1kg;Bio Extratus;;3;427;bioextratus-masc-posc-1kg;bioextratus-masc-posc-1kg;Produto;Filho;7898126409011;33059000;2002000;0;99;99;1,1;10;10;16;0;;;Sim
427;bioextratus-masc-posc-1kg;;227;Banho de Creme Bio Extratus Pós Coloração Goji Berry 1kg;Bio Extratus;;3;0;;;Produto;Pai;;33059000;2002000;0;99;99;1,1;10;10;16;0;;;Sim
